type_grouping	species	type_var	ID	ngenes_group_and_target	ngenes_no_group_target	ngenes_group_no_target	ngenes_no_group_no_target	OR	p_raw	p_fdr	group_name	genes
GO_CC	Candida_albicans	DUP	GO:0030137	2	197	0	3775	inf	0.0024955819673858955	0.43237960641575107	COPI-coated vesicle	C3_00240C_A,C7_03800W_A
GO_CC	Candida_albicans	DUP	GO:0034455	3	196	4	3771	14.42984693877551	0.003727410400135785	0.43237960641575107	t-UTP complex	C1_14080W_A,C3_00330W_A,C3_07750W_A
GO_CC	Candida_albicans	DUP	GO:0032777	2	197	3	3772	12.764805414551608	0.022570780942540346	0.7018625281856049	Piccolo NuA4 histone acetyltransferase complex	C2_00440W_A,C3_00490W_A
GO_CC	Candida_albicans	DUP	GO:0000136	2	197	4	3771	9.571065989847716	0.03275056233319718	0.7018625281856049	mannan polymerase complex	C3_07500W_A,C4_00310C_A
GO_CC	Candida_albicans	DUP	GO:0005798	2	197	4	3771	9.571065989847716	0.03275056233319718	0.7018625281856049	Golgi-associated vesicle	C3_00240C_A,C7_03800W_A
GO_CC	Candida_albicans	DUP	GO:0001405	2	197	5	3770	7.654822335025381	0.044359823106126434	0.7018625281856049	PAM complex, Tim23 associated import motor	C1_14150C_A,C3_00250C_A
GO_CC	Candida_albicans	DUP	GO:0033553	3	196	8	3767	7.207270408163265	0.015142022391087622	0.7018625281856049	rDNA heterochromatin	C1_14080W_A,C3_00330W_A,C3_07750W_A
GO_CC	Candida_albicans	DUP	GO:0045121	4	195	21	3754	3.6669108669108668	0.03376358251068329	0.7018625281856049	membrane raft	C3_07310C_A,C3_07470W_A,C4_00040W_A,C7_00020C_A
GO_CC	Candida_albicans	DUP	GO:0098857	4	195	21	3754	3.6669108669108668	0.03376358251068329	0.7018625281856049	membrane microdomain	C3_07310C_A,C3_07470W_A,C4_00040W_A,C7_00020C_A
GO_CC	Candida_albicans	DUP	GO:0051285	4	195	23	3752	3.3462653288740247	0.04336021707027522	0.7018625281856049	cell cortex of cell tip	C3_07470W_A,C3_07770C_A,C7_00020C_A,C7_03480W_A
GO_CC	Candida_albicans	DUP	GO:0000792	5	194	30	3745	3.2173539518900345	0.028558159515267748	0.7018625281856049	heterochromatin	C1_14080W_A,C3_00330W_A,C3_00490W_A,C3_07750W_A,C5_00210C_A
GO_CC	Candida_albicans	DUP	GO:0099568	5	194	32	3743	3.0146585051546393	0.03539402614856018	0.7018625281856049	cytoplasmic region	C3_07470W_A,C3_07770C_A,C5_00370W_A,C7_00020C_A,C7_03480W_A
GO_CC	Candida_albicans	DUP	GO:0099738	5	194	32	3743	3.0146585051546393	0.03539402614856018	0.7018625281856049	cell cortex region	C3_07470W_A,C3_07770C_A,C5_00370W_A,C7_00020C_A,C7_03480W_A
GO_CC	Candida_albicans	DUP	GO:0042579	7	192	56	3719	2.4212239583333335	0.036446756449615765	0.7018625281856049	microbody	C2_00190C_A,C2_00390C_A,C3_07270C_A,C4_00150C_A,C4_00320C_A,C7_00120W_A,CR_00150C_A
GO_CC	Candida_albicans	DUP	GO:0030684	12	187	115	3660	2.042315740525459	0.023956210096636697	0.7018625281856049	preribosome	C1_00180W_A,C1_14080W_A,C2_00410C_A,C3_00330W_A,C3_00370C_A,C3_00560C_A,C3_06380W_A,C3_07300W_A,C3_07750W_A,C7_03540C_A,C7_03700C_A,C7_04190C_A
GO_CC	Candida_albicans	SNP	GO:0030289	1	5	2	3966	396.6	0.0045237430037647144	0.11189037199206289	protein phosphatase 4 complex	C1_02280C_A
GO_CC	Candida_albicans	SNP	GO:0005825	1	5	5	3963	158.52	0.009030419592852031	0.11189037199206289	half bridge of spindle pole body	C7_02980C_A
GO_CC	Candida_albicans	SNP	GO:0005963	1	5	10	3958	79.16	0.01650376182704595	0.11189037199206289	magnesium-dependent protein serine/threonine phosphatase complex	C1_02280C_A
GO_CC	Candida_albicans	SNP	GO:0005680	1	5	15	3953	52.70666666666666	0.0239300784154712	0.11189037199206289	anaphase-promoting complex	C4_05220C_A
GO_CC	Candida_albicans	SNP	GO:0008287	1	5	16	3952	49.4	0.02540971952950943	0.11189037199206289	protein serine/threonine phosphatase complex	C1_02280C_A
GO_CC	Candida_albicans	SNP	GO:1903293	1	5	16	3952	49.4	0.02540971952950943	0.11189037199206289	phosphatase complex	C1_02280C_A
GO_CC	Candida_albicans	SNP	GO:0000793	1	5	19	3949	41.56842105263158	0.029837432531216772	0.11189037199206289	condensed chromosome	C1_02280C_A
GO_CC	Candida_albicans	SNP	GO:0000794	1	5	19	3949	41.56842105263158	0.029837432531216772	0.11189037199206289	condensed nuclear chromosome	C1_02280C_A
GO_CC	Candida_albicans	SNP	GO:0000152	1	5	25	3943	31.544	0.03864258185276161	0.12880860617587203	nuclear ubiquitin ligase complex	C4_05220C_A
GO_CC	Candida_albicans	if_INDEL	GO:0009986	4	11	196	3763	6.9814471243042675	0.005481627559482216	0.2740813779741108	cell surface	C1_02360C_A,C4_01000C_A,CR_03630W_A,CR_03880W_A
GO_CC	Candida_albicans	if_INDEL	GO:0030136	1	14	4	3955	70.625	0.01874010053082803	0.2746516945919447	clathrin-coated vesicle	C4_00590C_A
GO_CC	Candida_albicans	if_INDEL	GO:0000243	1	14	10	3949	28.207142857142856	0.04079548297161021	0.2746516945919447	commitment complex	C2_01830W_A
GO_CC	Candida_albicans	if_INDEL	GO:0033646	2	13	92	3867	6.466555183946488	0.04759384140699746	0.2746516945919447	host intracellular part	C2_01890W_A,C3_04640W_A
GO_CC	Candida_albicans	if_INDEL	GO:0033647	2	13	92	3867	6.466555183946488	0.04759384140699746	0.2746516945919447	host intracellular organelle	C2_01890W_A,C3_04640W_A
GO_CC	Candida_albicans	if_INDEL	GO:0033648	2	13	92	3867	6.466555183946488	0.04759384140699746	0.2746516945919447	host intracellular membrane-bounded organelle	C2_01890W_A,C3_04640W_A
GO_CC	Candida_albicans	if_INDEL	GO:0042025	2	13	92	3867	6.466555183946488	0.04759384140699746	0.2746516945919447	host cell nucleus	C2_01890W_A,C3_04640W_A
GO_CC	Candida_albicans	if_INDEL	GO:0018995	2	13	94	3865	6.32569558101473	0.04943730502655005	0.2746516945919447	host cellular component	C2_01890W_A,C3_04640W_A
GO_CC	Candida_albicans	if_INDEL	GO:0033643	2	13	94	3865	6.32569558101473	0.04943730502655005	0.2746516945919447	host cell part	C2_01890W_A,C3_04640W_A
GO_CC	Candida_auris	DEL	GO:0033646	3	6	88	3402	19.329545454545453	0.0012763312837198702	0.011104874741796758	host intracellular part	gene-B9J08_000661,gene-B9J08_002136,gene-B9J08_004061
GO_CC	Candida_auris	DEL	GO:0033647	3	6	88	3402	19.329545454545453	0.0012763312837198702	0.011104874741796758	host intracellular organelle	gene-B9J08_000661,gene-B9J08_002136,gene-B9J08_004061
GO_CC	Candida_auris	DEL	GO:0033648	3	6	88	3402	19.329545454545453	0.0012763312837198702	0.011104874741796758	host intracellular membrane-bounded organelle	gene-B9J08_000661,gene-B9J08_002136,gene-B9J08_004061
GO_CC	Candida_auris	DEL	GO:0042025	3	6	88	3402	19.329545454545453	0.0012763312837198702	0.011104874741796758	host cell nucleus	gene-B9J08_000661,gene-B9J08_002136,gene-B9J08_004061
GO_CC	Candida_auris	DEL	GO:0018995	3	6	90	3400	18.88888888888889	0.0013597805806281745	0.011104874741796758	host cellular component	gene-B9J08_000661,gene-B9J08_002136,gene-B9J08_004061
GO_CC	Candida_auris	DEL	GO:0033643	3	6	90	3400	18.88888888888889	0.0013597805806281745	0.011104874741796758	host cell part	gene-B9J08_000661,gene-B9J08_002136,gene-B9J08_004061
GO_CC	Candida_auris	DEL	GO:0035838	1	8	6	3484	72.58333333333333	0.017882021317096285	0.12506951909514255	growing cell tip	gene-B9J08_004902
GO_CC	Candida_auris	DEL	GO:0008540	1	8	9	3481	48.34722222222222	0.02545832689666379	0.12506951909514255	proteasome regulatory particle, base subcomplex	gene-B9J08_001783
GO_CC	Candida_auris	DEL	GO:0000328	1	8	10	3480	43.5	0.027972191917659303	0.12506951909514255	fungal-type vacuole lumen	gene-B9J08_001530
GO_CC	Candida_auris	DEL	GO:0000502	1	8	10	3480	43.5	0.027972191917659303	0.12506951909514255	proteasome complex	gene-B9J08_001783
GO_CC	Candida_auris	DEL	GO:0005634	5	4	759	2731	4.497694334650856	0.028076830817276896	0.12506951909514255	nucleus	gene-B9J08_000401,gene-B9J08_000661,gene-B9J08_001783,gene-B9J08_002136,gene-B9J08_004061
GO_CC	Candida_auris	DEL	GO:0005775	1	8	12	3478	36.229166666666664	0.03298263629784548	0.1293492919185284	vacuolar lumen	gene-B9J08_001530
GO_CC	Candida_auris	DEL	GO:0031097	1	8	14	3476	31.035714285714285	0.03797011019185343	0.1293492919185284	medial cortex	gene-B9J08_004902
GO_CC	Candida_auris	DEL	GO:1905369	1	8	15	3475	28.958333333333332	0.040455262031496	0.1293492919185284	endopeptidase complex	gene-B9J08_001783
GO_CC	Candida_auris	DEL	GO:0031314	1	8	17	3473	25.53676470588235	0.04540845296934397	0.1293492919185284	extrinsic component of mitochondrial inner membrane	gene-B9J08_004695
GO_CC	Candida_auris	DUP	GO:0033646	4	27	87	3381	5.757343550446999	0.007872141494355198	0.16422332227024825	host intracellular part	gene-B9J08_000096,gene-B9J08_001462,gene-B9J08_003772,gene-B9J08_004310
GO_CC	Candida_auris	DUP	GO:0033647	4	27	87	3381	5.757343550446999	0.007872141494355198	0.16422332227024825	host intracellular organelle	gene-B9J08_000096,gene-B9J08_001462,gene-B9J08_003772,gene-B9J08_004310
GO_CC	Candida_auris	DUP	GO:0033648	4	27	87	3381	5.757343550446999	0.007872141494355198	0.16422332227024825	host intracellular membrane-bounded organelle	gene-B9J08_000096,gene-B9J08_001462,gene-B9J08_003772,gene-B9J08_004310
GO_CC	Candida_auris	DUP	GO:0042025	4	27	87	3381	5.757343550446999	0.007872141494355198	0.16422332227024825	host cell nucleus	gene-B9J08_000096,gene-B9J08_001462,gene-B9J08_003772,gene-B9J08_004310
GO_CC	Candida_auris	DUP	GO:0018995	4	27	89	3379	5.624635871826883	0.008494309772599047	0.16422332227024825	host cellular component	gene-B9J08_000096,gene-B9J08_001462,gene-B9J08_003772,gene-B9J08_004310
GO_CC	Candida_auris	DUP	GO:0033643	4	27	89	3379	5.624635871826883	0.008494309772599047	0.16422332227024825	host cell part	gene-B9J08_000096,gene-B9J08_001462,gene-B9J08_003772,gene-B9J08_004310
GO_CC	Candida_auris	DUP	GO:0005945	1	30	1	3467	115.56666666666666	0.017643364901624117	0.2104665918533261	6-phosphofructokinase complex	gene-B9J08_004309
GO_CC	Candida_auris	DUP	GO:0031253	1	30	1	3467	115.56666666666666	0.017643364901624117	0.2104665918533261	cell projection membrane	gene-B9J08_002261
GO_CC	Candida_auris	DUP	GO:0070250	1	30	1	3467	115.56666666666666	0.017643364901624117	0.2104665918533261	mating projection membrane	gene-B9J08_002261
GO_CC	Candida_auris	DUP	GO:0005784	1	30	2	3466	57.766666666666666	0.026351702244620502	0.2104665918533261	Sec61 translocon complex	gene-B9J08_003502
GO_CC	Candida_auris	DUP	GO:0071261	1	30	2	3466	57.766666666666666	0.026351702244620502	0.2104665918533261	Ssh1 translocon complex	gene-B9J08_003502
GO_CC	Candida_auris	DUP	GO:0089713	1	30	2	3466	57.766666666666666	0.026351702244620502	0.2104665918533261	Cbf1-Met4-Met28 complex	gene-B9J08_003280
GO_CC	Candida_auris	DUP	GO:0033101	1	30	3	3465	38.5	0.03498531129202708	0.2104665918533261	cellular bud membrane	gene-B9J08_002261
GO_CC	Candida_auris	DUP	GO:0071256	1	30	3	3465	38.5	0.03498531129202708	0.2104665918533261	translocon complex	gene-B9J08_003502
GO_CC	Candida_auris	DUP	GO:1990467	1	30	3	3465	38.5	0.03498531129202708	0.2104665918533261	NuA3a histone acetyltransferase complex	gene-B9J08_003949
GO_CC	Candida_auris	DUP	GO:0000408	1	30	4	3464	28.866666666666667	0.043544812107584714	0.2104665918533261	EKC/KEOPS complex	gene-B9J08_002721
GO_CC	Candida_auris	DUP	GO:0005663	1	30	4	3464	28.866666666666667	0.043544812107584714	0.2104665918533261	DNA replication factor C complex	gene-B9J08_002724
GO_CC	Candida_auris	DUP	GO:0031389	1	30	4	3464	28.866666666666667	0.043544812107584714	0.2104665918533261	Rad17 RFC-like complex	gene-B9J08_002724
GO_CC	Candida_auris	DUP	GO:0031391	1	30	4	3464	28.866666666666667	0.043544812107584714	0.2104665918533261	Elg1 RFC-like complex	gene-B9J08_002724
GO_CC	Candida_auris	DUP	GO:0033100	1	30	4	3464	28.866666666666667	0.043544812107584714	0.2104665918533261	NuA3 histone acetyltransferase complex	gene-B9J08_003949
GO_CC	Candida_auris	DUP	GO:0070775	1	30	4	3464	28.866666666666667	0.043544812107584714	0.2104665918533261	H3 histone acetyltransferase complex	gene-B9J08_003949
GO_CC	Candida_auris	DUP	GO:1990468	1	30	4	3464	28.866666666666667	0.043544812107584714	0.2104665918533261	NuA3b histone acetyltransferase complex	gene-B9J08_003949
GO_CC	Candida_auris	DUP	GO:0031965	2	29	22	3446	10.802507836990596	0.01857516716835378	0.2104665918533261	nuclear membrane	gene-B9J08_001181,gene-B9J08_003502
GO_CC	Candida_auris	DUP	GO:0005634	12	19	752	2716	2.2810750279955205	0.024335344564270243	0.2104665918533261	nucleus	gene-B9J08_000096,gene-B9J08_001179,gene-B9J08_001181,gene-B9J08_001257,gene-B9J08_001462,gene-B9J08_002260,gene-B9J08_002724,gene-B9J08_003504,gene-B9J08_003772,gene-B9J08_003985,gene-B9J08_004311,gene-B9J08_005384
GO_CC	Candida_auris	SNP	GO:0033646	8	60	83	3348	5.378313253012048	0.0003159235709484961	0.013030827171466568	host intracellular part	gene-B9J08_000791,gene-B9J08_001283,gene-B9J08_001787,gene-B9J08_002190,gene-B9J08_003227,gene-B9J08_003479,gene-B9J08_004061,gene-B9J08_004820
GO_CC	Candida_auris	SNP	GO:0033647	8	60	83	3348	5.378313253012048	0.0003159235709484961	0.013030827171466568	host intracellular organelle	gene-B9J08_000791,gene-B9J08_001283,gene-B9J08_001787,gene-B9J08_002190,gene-B9J08_003227,gene-B9J08_003479,gene-B9J08_004061,gene-B9J08_004820
GO_CC	Candida_auris	SNP	GO:0033648	8	60	83	3348	5.378313253012048	0.0003159235709484961	0.013030827171466568	host intracellular membrane-bounded organelle	gene-B9J08_000791,gene-B9J08_001283,gene-B9J08_001787,gene-B9J08_002190,gene-B9J08_003227,gene-B9J08_003479,gene-B9J08_004061,gene-B9J08_004820
GO_CC	Candida_auris	SNP	GO:0042025	8	60	83	3348	5.378313253012048	0.0003159235709484961	0.013030827171466568	host cell nucleus	gene-B9J08_000791,gene-B9J08_001283,gene-B9J08_001787,gene-B9J08_002190,gene-B9J08_003227,gene-B9J08_003479,gene-B9J08_004061,gene-B9J08_004820
GO_CC	Candida_auris	SNP	GO:0018995	8	60	85	3346	5.2486274509803925	0.0003670655541258188	0.013030827171466568	host cellular component	gene-B9J08_000791,gene-B9J08_001283,gene-B9J08_001787,gene-B9J08_002190,gene-B9J08_003227,gene-B9J08_003479,gene-B9J08_004061,gene-B9J08_004820
GO_CC	Candida_auris	SNP	GO:0033643	8	60	85	3346	5.2486274509803925	0.0003670655541258188	0.013030827171466568	host cell part	gene-B9J08_000791,gene-B9J08_001283,gene-B9J08_001787,gene-B9J08_002190,gene-B9J08_003227,gene-B9J08_003479,gene-B9J08_004061,gene-B9J08_004820
GO_CC	Candida_auris	SNP	GO:0000838	1	67	1	3430	51.19402985074627	0.0384960107035104	0.34805834233363936	Hrd1p ubiquitin ligase ERAD-M complex	gene-B9J08_001676
GO_CC	Candida_auris	SNP	GO:0005950	1	67	1	3430	51.19402985074627	0.0384960107035104	0.34805834233363936	anthranilate synthase complex	gene-B9J08_000379
GO_CC	Candida_auris	SNP	GO:0005960	1	67	1	3430	51.19402985074627	0.0384960107035104	0.34805834233363936	glycine cleavage complex	gene-B9J08_000976
GO_CC	Candida_auris	SNP	GO:0030139	1	67	1	3430	51.19402985074627	0.0384960107035104	0.34805834233363936	endocytic vesicle	gene-B9J08_004936
GO_CC	Candida_auris	SNP	GO:0033565	1	67	1	3430	51.19402985074627	0.0384960107035104	0.34805834233363936	ESCRT-0 complex	gene-B9J08_004948
GO_CC	Candida_auris	SNP	GO:1990334	1	67	1	3430	51.19402985074627	0.0384960107035104	0.34805834233363936	Bfa1-Bub2 complex	gene-B9J08_000385
GO_CC	Candida_auris	SNP	GO:1990816	2	66	10	3421	10.366666666666667	0.02166309911422651	0.34805834233363936	vacuole-mitochondrion membrane contact site	gene-B9J08_001254,gene-B9J08_002836
GO_CC	Candida_auris	SNP	GO:0071004	3	65	24	3407	6.551923076923077	0.01471253936780501	0.34805834233363936	U2-type prespliceosome	gene-B9J08_001166,gene-B9J08_002861,gene-B9J08_004813
GO_CC	Candida_auris	SNP	GO:0031305	2	66	16	3415	6.46780303030303	0.04660791675734635	0.34805834233363936	integral component of mitochondrial inner membrane	gene-B9J08_002357,gene-B9J08_003815
GO_CC	Candida_auris	SNP	GO:0051233	2	66	16	3415	6.46780303030303	0.04660791675734635	0.34805834233363936	spindle midzone	gene-B9J08_002467,gene-B9J08_002698
GO_CC	Candida_auris	SNP	GO:0071010	3	65	25	3406	6.288	0.016252460065774986	0.34805834233363936	prespliceosome	gene-B9J08_001166,gene-B9J08_002861,gene-B9J08_004813
GO_CC	Candida_auris	SNP	GO:0044232	3	65	29	3402	5.414323607427056	0.02328952889911659	0.34805834233363936	organelle membrane contact site	gene-B9J08_001254,gene-B9J08_001768,gene-B9J08_002836
GO_CC	Candida_auris	SNP	GO:0005684	4	64	46	3385	4.599184782608695	0.01535659088851692	0.34805834233363936	U2-type spliceosomal complex	gene-B9J08_001166,gene-B9J08_001476,gene-B9J08_002861,gene-B9J08_004813
GO_CC	Candida_auris	SNP	GO:0005654	3	65	38	3393	4.121052631578947	0.044255703928882714	0.34805834233363936	nucleoplasm	gene-B9J08_001181,gene-B9J08_002321,gene-B9J08_005222
GO_CC	Candida_auris	SNP	GO:0032592	3	65	40	3391	3.912692307692308	0.04985842192681401	0.34805834233363936	integral component of mitochondrial membrane	gene-B9J08_000106,gene-B9J08_002357,gene-B9J08_003815
GO_CC	Candida_auris	SNP	GO:0005681	4	64	56	3375	3.7667410714285716	0.028149493877138734	0.34805834233363936	spliceosomal complex	gene-B9J08_001166,gene-B9J08_001476,gene-B9J08_002861,gene-B9J08_004813
GO_CC	Candida_auris	if_INDEL	GO:0110078	1	2	1	3495	1747.5	0.0017142854341656466	0.017142854341656466	TTT complex	gene-B9J08_004670
GO_CC	Candida_auris	if_INDEL	GO:0070209	1	2	5	3491	349.1	0.005136976513829733	0.02568488256914866	ASTRA complex	gene-B9J08_004670
GO_CC	Candida_auris	if_INDEL	GO:0005933	1	2	17	3479	102.32352941176471	0.015358092188623043	0.05119364062874348	cellular bud	gene-B9J08_001079
GO_CC	Candida_glabrata	DEL	GO:0031965	2	9	18	3821	47.17283950617284	0.0013713210006286742	0.0425109510194889	nuclear membrane	CAGL0A03905g,CAGL0D03960g
GO_CC	Candida_glabrata	DEL	GO:0005640	1	10	0	3839	inf	0.0028571428571429014	0.04428571428571497	nuclear outer membrane	CAGL0A03905g
GO_CC	Candida_glabrata	DEL	GO:0030869	1	10	2	3837	191.85	0.008549176698017568	0.08834149254618154	RENT complex	CAGL0H02783g
GO_CC	Candida_glabrata	DEL	GO:0005677	1	10	4	3835	95.875	0.014211656938370525	0.11014034127237157	chromatin silencing complex	CAGL0H02783g
GO_CC	Candida_glabrata	DEL	GO:0005783	2	9	111	3728	7.463463463463463	0.0395050253332235	0.20305453895958722	endoplasmic reticulum	CAGL0A03905g,CAGL0D03960g
GO_CC	Candida_glabrata	DEL	GO:0000790	2	9	118	3721	7.007532956685499	0.044090553969406664	0.20305453895958722	chromatin	CAGL0I05170g,CAGL0L02453g
GO_CC	Candida_glabrata	DUP	GO:0043527	3	35	3	3809	108.82857142857142	1.7392245819758014e-05	0.0024523066605858803	tRNA methyltransferase complex	CAGL0C03531g,CAGL0E00979g,CAGL0E01925g
GO_CC	Candida_glabrata	DUP	GO:0034708	4	34	16	3796	27.91176470588235	3.49298690027131e-05	0.002462555764691274	methyltransferase complex	CAGL0C03531g,CAGL0E00979g,CAGL0E01567g,CAGL0E01925g
GO_CC	Candida_glabrata	DUP	GO:0043528	2	36	0	3812	inf	9.488043782620334e-05	0.004459380577831557	tRNA (m2G10) methyltransferase complex	CAGL0C03531g,CAGL0E01925g
GO_CC	Candida_glabrata	DUP	GO:0005751	2	36	8	3804	26.416666666666668	0.004061599025178781	0.14317136563755203	mitochondrial respiratory chain complex IV	CAGL0C02623g,CaglfMp12
GO_CC	Candida_glabrata	DUP	GO:0031465	1	37	0	3812	inf	0.009870129870130038	0.16294108715396255	Cul4B-RING E3 ubiquitin ligase complex	CAGL0E01567g
GO_CC	Candida_glabrata	DUP	GO:0043494	1	37	0	3812	inf	0.009870129870130038	0.16294108715396255	CLRC complex	CAGL0E01567g
GO_CC	Candida_glabrata	DUP	GO:0080008	1	37	0	3812	inf	0.009870129870130038	0.16294108715396255	Cul4-RING E3 ubiquitin ligase complex	CAGL0E01567g
GO_CC	Candida_glabrata	DUP	GO:0035657	1	37	1	3811	103.0	0.019645379302250802	0.16294108715396255	eRF1 methyltransferase complex	CAGL0C03531g
GO_CC	Candida_glabrata	DUP	GO:0071595	1	37	1	3811	103.0	0.019645379302250802	0.16294108715396255	Nem1-Spo7 phosphatase complex	CAGL0C02717g
GO_CC	Candida_glabrata	DUP	GO:0106143	1	37	1	3811	103.0	0.019645379302250802	0.16294108715396255	tRNA (m7G46) methyltransferase complex	CAGL0E00979g
GO_CC	Candida_glabrata	DUP	GO:1990530	1	37	1	3811	103.0	0.019645379302250802	0.16294108715396255	Cdc50p-Drs2p complex	CAGL0E00429g
GO_CC	Candida_glabrata	DUP	GO:0045277	2	36	10	3802	21.122222222222224	0.005883310090794652	0.16294108715396255	respiratory chain complex IV	CAGL0C02623g,CaglfMp12
GO_CC	Candida_glabrata	DUP	GO:0016586	2	36	15	3797	14.062962962962963	0.011752460975409168	0.16294108715396255	RSC-type complex	CAGL0C03025g,CAGL0E02761g
GO_CC	Candida_glabrata	DUP	GO:0012506	2	36	18	3794	11.709876543209877	0.01611650200043989	0.16294108715396255	vesicle membrane	CAGL0C03179g,CAGL0E00429g
GO_CC	Candida_glabrata	DUP	GO:0030659	2	36	18	3794	11.709876543209877	0.01611650200043989	0.16294108715396255	cytoplasmic vesicle membrane	CAGL0C03179g,CAGL0E00429g
GO_CC	Candida_glabrata	DUP	GO:0031201	2	36	20	3792	10.533333333333333	0.019353332657198748	0.16294108715396255	SNARE complex	CAGL0C03179g,CAGL0C03465g
GO_CC	Candida_glabrata	DUP	GO:0070069	2	36	20	3792	10.533333333333333	0.019353332657198748	0.16294108715396255	cytochrome complex	CAGL0C02623g,CaglfMp12
GO_CC	Candida_glabrata	DUP	GO:0098803	2	36	22	3790	9.570707070707071	0.022839481001414974	0.17890926784441732	respiratory chain complex	CAGL0C02623g,CaglfMp12
GO_CC	Candida_glabrata	DUP	GO:0005719	1	37	2	3810	51.486486486486484	0.029326635951662645	0.19690741281830634	euchromatin	CAGL0E01551g
GO_CC	Candida_glabrata	DUP	GO:1990531	1	37	2	3810	51.486486486486484	0.029326635951662645	0.19690741281830634	phospholipid-translocating ATPase complex	CAGL0E00429g
GO_CC	Candida_glabrata	DUP	GO:0016592	2	36	24	3788	8.768518518518519	0.026564441095638793	0.19690741281830634	mediator complex	CAGL0A01325g,CAGL0E01551g
GO_CC	Candida_glabrata	DUP	GO:0005802	2	36	27	3785	7.788065843621399	0.03257740249127342	0.20879153414861604	trans-Golgi network	CAGL0C03487g,CAGL0E00429g
GO_CC	Candida_glabrata	DUP	GO:0012507	1	37	3	3809	34.31531531531532	0.038914779396523234	0.22753020169768934	ER to Golgi transport vesicle membrane	CAGL0C03179g
GO_CC	Candida_glabrata	DUP	GO:0000799	1	37	4	3808	25.72972972972973	0.04841068121227433	0.22753020169768934	condensin complex	CAGL0C03135g
GO_CC	Candida_glabrata	DUP	GO:0030662	1	37	4	3808	25.72972972972973	0.04841068121227433	0.22753020169768934	coated vesicle membrane	CAGL0C03179g
GO_CC	Candida_glabrata	DUP	GO:0031902	1	37	4	3808	25.72972972972973	0.04841068121227433	0.22753020169768934	late endosome membrane	CAGL0E00429g
GO_CC	Candida_glabrata	DUP	GO:0033101	1	37	4	3808	25.72972972972973	0.04841068121227433	0.22753020169768934	cellular bud membrane	CAGL0C03465g
GO_CC	Candida_glabrata	DUP	GO:0035361	1	37	4	3808	25.72972972972973	0.04841068121227433	0.22753020169768934	Cul8-RING ubiquitin ligase complex	CAGL0E01567g
GO_CC	Candida_glabrata	DUP	GO:0035859	1	37	4	3808	25.72972972972973	0.04841068121227433	0.22753020169768934	Seh1-associated complex	CAGL0E01485g
GO_CC	Candida_glabrata	DUP	GO:0043224	1	37	4	3808	25.72972972972973	0.04841068121227433	0.22753020169768934	nuclear SCF ubiquitin ligase complex	CAGL0E01567g
GO_CC	Candida_glabrata	SNP	GO:0000793	3	56	19	3772	10.635338345864662	0.004280492921148662	0.35742115891591325	condensed chromosome	CAGL0G09196g,CAGL0I02068g,CAGL0L06050g
GO_CC	Candida_glabrata	SNP	GO:0000794	3	56	19	3772	10.635338345864662	0.004280492921148662	0.35742115891591325	condensed nuclear chromosome	CAGL0G09196g,CAGL0I02068g,CAGL0L06050g
GO_CC	Candida_glabrata	SNP	GO:0030998	1	58	1	3790	65.34482758620689	0.030418425430122496	0.36176604094967174	linear element	CAGL0K05731g
GO_CC	Candida_glabrata	SNP	GO:0031251	1	58	1	3790	65.34482758620689	0.030418425430122496	0.36176604094967174	PAN complex	CAGL0H03025g
GO_CC	Candida_glabrata	SNP	GO:0034066	1	58	1	3790	65.34482758620689	0.030418425430122496	0.36176604094967174	Ric1-Rgp1 guanyl-nucleotide exchange factor complex	CAGL0A03564g
GO_CC	Candida_glabrata	SNP	GO:0000111	1	58	2	3789	32.66379310344828	0.04528467098639999	0.36176604094967174	nucleotide-excision repair factor 2 complex	CAGL0L01309g
GO_CC	Candida_glabrata	SNP	GO:0030896	1	58	2	3789	32.66379310344828	0.04528467098639999	0.36176604094967174	checkpoint clamp complex	CAGL0G09196g
GO_CC	Candida_glabrata	SNP	GO:0034457	1	58	2	3789	32.66379310344828	0.04528467098639999	0.36176604094967174	Mpp10 complex	CAGL0D05874g
GO_CC	Candida_glabrata	SNP	GO:0070274	1	58	2	3789	32.66379310344828	0.04528467098639999	0.36176604094967174	RES complex	CAGL0L05896g
GO_CC	Candida_glabrata	SNP	GO:0070823	1	58	2	3789	32.66379310344828	0.04528467098639999	0.36176604094967174	HDA1 complex	CAGL0G09867g
GO_CC	Candida_glabrata	SNP	GO:0044613	2	57	10	3781	13.266666666666667	0.013807703508623698	0.36176604094967174	nuclear pore central transport channel	CAGL0H03069g,CAGL0L03784g
GO_CC	Candida_glabrata	SNP	GO:0071014	2	57	19	3772	6.965835641735919	0.040234024626186186	0.36176604094967174	post-mRNA release spliceosomal complex	CAGL0J04708g,CAGL0M11814g
GO_CC	Candida_glabrata	SNP	GO:0005654	2	57	21	3770	6.299081035923141	0.04753985311336711	0.36176604094967174	nucleoplasm	CAGL0G07535g,CAGL0K05731g
GO_CC	Candida_glabrata	SNP	GO:0000228	3	56	33	3758	6.10064935064935	0.017056283565682284	0.36176604094967174	nuclear chromosome	CAGL0G09196g,CAGL0I02068g,CAGL0L06050g
GO_CC	Candida_glabrata	SNP	GO:0032040	3	56	43	3748	4.6694352159468435	0.03256986637134946	0.36176604094967174	small-subunit processome	CAGL0D05874g,CAGL0H06985g,CAGL0K06215g
